ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewStandings,16377: BannerAnnotate,dimkadimon,Australia,20150316,8,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,dimkadimon,Australia,20150317,4,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,gkeesh7,India,20150308,13,1,1,16377,16377,0,0
mmViewStandings,16377: BannerAnnotate,mra,Turkey,20150308,13,2,1,32754,16377,1,2
mmViewStandings,16377: BannerAnnotate,vitux,Belarus,20150309,0,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,xin135,China,20150311,2,3,1,49131,16377,1,3
mmViewStandings,16377: BannerAnnotate,xin135,China,20150311,4,2,1,32754,16377,1,2
mmViewStandings,16377: BannerAnnotate,xin135,China,20150316,21,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,xin135,United States,20150309,22,4,1,65508,16377,1,4
mmViewStandings,16377: BannerAnnotate,xin135,United States,20150311,21,2,1,32754,16377,1,2
mmViewStandings,16377: BannerAnnotate,xin135,United States,20150315,23,2,1,32754,16377,1,2
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150308,23,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150310,1,2,1,32754,16377,1,2
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150310,23,4,1,65508,16377,1,4
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150311,1,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150311,2,6,1,98262,16377,0,0
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150311,22,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,China,20150312,2,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,United States,20150308,13,1,1,16377,16377,1,1
mmViewStandings,16377: BannerAnnotate,zaq1xsw2tktk,United States,20150313,3,1,1,16377,16377,1,1
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150308,14,2,1,32756,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150308,17,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150308,21,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150309,10,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150309,13,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150309,22,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150311,14,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150311,17,2,1,32756,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150313,21,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150314,11,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150314,12,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150315,1,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150315,23,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150316,8,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150316,14,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,G0rynich,United States,20150317,22,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,JacoCronje,South Africa,20150309,4,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,JacoCronje,South Africa,20150309,9,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,JacoCronje,South Africa,20150310,4,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,JacoCronje,South Africa,20150312,5,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150308,13,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,1,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,2,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,3,8,1,131024,16378,0,0
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,4,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,13,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,17,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,18,2,2,32756,16378,2,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150309,22,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150310,2,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150310,3,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,Johan.de.Ruiter,United States,20150316,21,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,_Kevin,United States,20150309,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,_Kevin,United States,20150309,4,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,_Kevin,United States,20150311,0,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,_Kevin,United States,20150311,18,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,_Kevin,United States,20150316,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150308,13,3,1,49134,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150308,15,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150308,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150309,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150309,12,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150309,15,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150309,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150309,17,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,5,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,8,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,9,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,12,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,13,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150310,14,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150311,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150311,15,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150312,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150312,8,6,1,98268,16378,1,6
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150312,12,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150312,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150312,18,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150313,4,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150313,8,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150313,9,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150313,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150314,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150314,10,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150315,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150315,6,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150315,12,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150315,14,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150315,17,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,3,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,6,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,7,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,9,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,13,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150316,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150317,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150317,5,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150317,7,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,France,20150317,13,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Germany,20150309,5,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Germany,20150309,6,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150308,21,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150308,22,2,1,32756,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150309,6,5,1,81890,16378,1,5
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150309,7,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150309,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150310,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150310,10,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150310,11,4,1,65512,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150310,13,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,0,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,3,2,2,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,5,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,6,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,9,5,1,81890,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,10,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,11,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,12,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,21,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150311,22,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,1,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,2,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,3,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,5,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,9,3,2,49134,16378,2,1.5
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,10,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,12,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150312,23,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150313,0,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150313,5,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150313,11,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150313,22,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,4,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,5,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,6,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,10,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,12,6,1,98268,16378,1,6
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150314,23,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,0,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,1,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,4,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,5,2,1,32756,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,6,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,9,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,10,1,1,16378,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150315,22,2,2,32756,16378,2,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,3,3,1,49134,16378,1,3
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,9,10,1,163780,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,10,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,11,10,2,163780,16378,1,10
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,12,9,1,147402,16378,0,0
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150316,19,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,anonymous,Japan,20150317,5,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150308,16,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150310,2,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150310,23,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150311,1,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150312,0,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150313,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150314,7,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150315,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150316,12,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,azneye,United States,20150317,14,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150309,6,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150309,17,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150310,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150310,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150310,10,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150310,14,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150310,16,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150312,2,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150312,15,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150313,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150314,4,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dexy,Serbia,20150315,11,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,dhbellol,Colombia,20150309,11,2,2,32756,16378,2,1
mmViewStandings,16378: BannerAnnotate,dhbellol,Colombia,20150311,2,4,1,65512,16378,1,4
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150308,13,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150308,15,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150309,3,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150309,23,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150310,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,izhari,Indonesia,20150312,12,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150308,17,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150311,19,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150312,12,2,1,32756,16378,1,2
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150314,20,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150317,8,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,martinezgjuan,France,20150317,17,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,nkshn,Japan,20150316,3,1,1,16378,16378,1,1
mmViewStandings,16378: BannerAnnotate,nkshn,Japan,20150316,4,7,1,114646,16378,0,0
mmViewStandings,16379: BannerAnnotate,DrWhatsisname,United States,20150308,13,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150308,14,2,1,32758,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150308,17,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150308,21,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150309,10,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150309,13,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150309,22,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150311,14,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150311,17,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150313,21,2,1,32758,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150314,11,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150314,12,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150315,1,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150315,23,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150316,8,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150316,14,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,G0rynich,United States,20150317,22,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,JacoCronje,South Africa,20150309,4,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,JacoCronje,South Africa,20150310,4,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,JacoCronje,South Africa,20150312,5,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,YDesai,United States,20150309,0,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,ablasco,United States,20150313,14,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,anonymous,Belarus,20150309,7,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,anonymous,Belarus,20150310,9,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,anonymous,Japan,20150308,18,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,anonymous,Japan,20150310,6,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,anonymous,Poland,20150308,14,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,anonymous,Poland,20150308,15,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,defatigue,Nigeria,20150308,17,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,fazam,India,20150309,8,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,fazam,India,20150310,13,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,fazam,India,20150315,11,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,ivan_metelsky,Belarus,20150308,14,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,ivan_metelsky,Belarus,20150316,8,4,1,65516,16379,1,4
mmViewStandings,16379: BannerAnnotate,22-Jun,United States,20150308,15,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,22-Jun,United States,20150309,9,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150308,14,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150308,15,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150308,16,2,1,32758,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,4,3,1,49137,16379,1,3
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,5,3,1,49137,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,9,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,11,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,15,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150309,16,13,1,212927,16379,1,13
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,2,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,8,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,13,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,14,3,1,49137,16379,1,3
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,15,3,2,49137,16379,1,3
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,16,8,1,131032,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150310,17,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,4,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,5,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,6,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,9,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,12,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,15,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,16,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150311,17,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,4,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,6,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,7,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,8,3,1,49137,16379,1,3
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,9,7,1,114653,16379,1,7
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,12,3,2,49137,16379,2,1.5
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,13,2,2,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,14,3,1,49137,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,15,1,1,16379,16379,0,0
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150312,16,3,1,49137,16379,1,3
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,0,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,4,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,5,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,7,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,9,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,10,2,1,32758,16379,1,2
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,11,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,12,1,1,16379,16379,1,1
mmViewStandings,16379: BannerAnnotate,limed,Lithuania,20150313,14,2,1,32758,16379,1,2
